x,y,value
46,31,1
46,32,1
46,33,0
46,34,1
46,35,0
46,36,1
46,37,0
46,38,0
46,39,1
46,40,1
46,41,1
46,42,0
46,43,0
46,44,1
46,45,1
46,46,1
46,47,0
46,48,1
46,49,1
47,0,0
47,1,1
47,2,0
47,3,0
47,4,0
47,5,1
47,6,1
47,7,0
47,8,1
47,9,1
47,10,0
47,11,0
47,12,0
47,13,1
47,14,1
47,15,0
47,16,1
47,17,1
47,18,1
47,19,1
47,20,0
47,21,1
47,22,0
47,23,0
47,24,0
47,25,1
47,26,1
47,27,0
47,28,0
47,29,1
47,30,1
47,31,1
47,32,1
47,33,0
47,34,1
47,35,1
47,36,1
47,37,1
47,38,0
47,39,0
47,40,0
47,41,1
47,42,0
47,43,1
47,44,0
47,45,1
47,46,0
47,47,0
47,48,0
47,49,1
48,0,1
48,1,0
48,2,1
48,3,1
48,4,1
48,5,0
48,6,0
48,7,1
48,8,1
48,9,0
48,10,1
48,11,0
48,12,0
48,13,1
48,14,1
48,15,1
48,16,1
48,17,0
48,18,0
48,19,0
48,20,1
48,21,1
48,22,0
48,23,1
48,24,0
48,25,0
48,26,0
48,27,0
48,28,0
48,29,0
48,30,1
48,31,0
48,32,1
48,33,0
48,34,0
48,35,0
48,36,1
48,37,0
48,38,0
48,39,1
48,40,1
48,41,1
48,42,0
48,43,0
48,44,1
48,45,1
48,46,1
48,47,0
48,48,1
48,49,0
49,0,1
49,1,1
49,2,0
49,3,1
49,4,1
49,5,0
49,6,0
49,7,0
49,8,1
49,9,1
49,10,1
49,11,0
49,12,0
49,13,0
49,14,0
49,15,0
49,16,1
49,17,1
49,18,1
49,19,0
49,20,1
49,21,0
49,22,0
49,23,1
49,24,1
49,25,1
49,26,1
49,27,0
49,28,0
49,29,1
49,30,0
49,31,1
49,32,0
49,33,1
49,34,1
49,35,1
49,36,1
49,37,0
49,38,1
49,39,0
49,40,1
49,41,1
49,42,1
49,43,0
49,44,1
49,45,0
49,46,1
49,47,0
49,48,1
49,49,0
50,0,0
50,1,0
50,2,0
50,3,1
50,4,1
50,5,0
50,6,0
50,7,1
50,8,0
50,9,1
50,10,1
50,11,1
50,12,0
50,13,1
50,14,1
50,15,1
50,16,0
50,17,0
50,18,1
50,19,1
50,20,1
50,21,1
50,22,1
50,23,0
50,24,0
50,25,1
50,26,0
50,27,0
50,28,1
50,29,1
50,30,1
50,31,0
50,32,1
50,33,1
50,34,0
50,35,0
50,36,0
50,37,0
50,38,1
50,39,1
50,40,0
50,41,1
50,42,0
50,43,1
50,44,1
50,45,1
50,46,1
50,47,1
50,48,0
50,49,0
51,0,1
51,1,0
51,2,0
51,3,1
51,4,0
51,5,0
51,6,0
51,7,0
51,8,1
51,9,0
51,10,0
51,11,1
51,12,1
51,13,0
51,14,1
51,15,1
51,16,1
51,17,1
51,18,1
51,19,1
51,20,1
51,21,1
51,22,1
51,23,0
51,24,1
51,25,0
51,26,1
51,27,1
51,28,0
51,29,1
51,30,1
51,31,1
51,32,0
51,33,1
51,34,0
51,35,0
51,36,1
51,37,0
51,38,0
51,39,1
51,40,1
51,41,0
51,42,1
51,43,0
51,44,0
51,45,1
51,46,1
51,47,0
51,48,0
51,49,0
52,0,0
52,1,0
52,2,0
52,3,1
52,4,1
52,5,1
52,6,0
52,7,1
52,8,1
52,9,1
52,10,0
52,11,0
52,12,1
52,13,1
52,14,1
52,15,1
52,16,0
52,17,1
52,18,0
52,19,0
52,20,0
52,21,0
52,22,1
52,23,0
52,24,0
52,25,1
52,26,1
52,27,0
52,28,1
52,29,1
52,30,0
52,31,0
52,32,1
52,33,1
52,34,0
52,35,1
52,36,1
52,37,1
52,38,1
52,39,1
52,40,1
52,41,1
52,42,1
52,43,1
52,44,1
52,45,0
52,46,0
52,47,1
52,48,0
52,49,1
53,0,1
53,1,0
53,2,0
53,3,1
53,4,1
53,5,1
53,6,0
53,7,1
53,8,1
53,9,1
53,10,1
53,11,0
53,12,1
53,13,1
53,14,0
53,15,1
53,16,0
53,17,0
53,18,1
53,19,1
53,20,1
53,21,0
53,22,0
53,23,1
53,24,0
53,25,0
53,26,0
53,27,1
53,28,0
53,29,1
53,30,0
53,31,0
53,32,0
53,33,0
53,34,1
53,35,1
53,36,0
53,37,0
53,38,1
53,39,0
53,40,1
53,41,1
53,42,0
53,43,1
53,44,0
53,45,0
53,46,0
53,47,1
53,48,1
53,49,1
54,0,0
54,1,0
54,2,0
54,3,1
54,4,0
54,5,0
54,6,0
54,7,0
54,8,1
54,9,0
54,10,1
54,11,0
54,12,0
54,13,0
54,14,0
54,15,0
54,16,0
54,17,0
54,18,1
54,19,1
54,20,0
54,21,1
54,22,0
54,23,0
54,24,0
54,25,0
54,26,0
54,27,1
54,28,1
54,29,1
54,30,1
54,31,0
54,32,1
54,33,1
54,34,0
54,35,1
54,36,0
54,37,0
54,38,0
54,39,0
54,40,0
54,41,0
54,42,1
54,43,1
54,44,0
54,45,0
54,46,1
54,47,0
54,48,0
54,49,0
55,0,0
55,1,1
55,2,0
55,3,0
55,4,0
55,5,1
55,6,0
55,7,0
55,8,0
55,9,0
55,10,1
55,11,0
55,12,1
55,13,1
55,14,0
55,15,0
55,16,1
55,17,0
55,18,0
55,19,0
55,20,0
55,21,0
55,22,1
55,23,1
55,24,0
55,25,1
55,26,1
55,27,0
55,28,1
55,29,0
55,30,1
55,31,0
55,32,0
55,33,1
55,34,1
55,35,1
55,36,1
55,37,1
55,38,1
55,39,0
55,40,0
55,41,1
55,42,0
55,43,0
55,44,1
55,45,1
55,46,0
55,47,1
55,48,1
55,49,0
56,0,0
56,1,0
56,2,1
56,3,1
56,4,1
56,5,0
56,6,1
56,7,0
56,8,1
56,9,1
56,10,0
56,11,0
56,12,0
56,13,1
56,14,0
56,15,0
56,16,1
56,17,0
56,18,1
56,19,1
56,20,0
56,21,1
56,22,0
56,23,1
56,24,0
56,25,1
56,26,1
56,27,1
56,28,0
56,29,1
56,30,1
56,31,0
56,32,1
56,33,0
56,34,0
56,35,1
56,36,1
56,37,1
56,38,0
56,39,1
56,40,1
56,41,1
56,42,0
56,43,1
56,44,0
56,45,1
56,46,0
56,47,0
56,48,1
56,49,0
57,0,0
57,1,1
57,2,1
57,3,0
57,4,0
57,5,1
57,6,1
57,7,0
57,8,0
57,9,1
57,10,1
57,11,1
57,12,0
57,13,0
57,14,1
57,15,0
57,16,0
57,17,1
57,18,1
57,19,1
57,20,0
57,21,0
57,22,0
57,23,0
57,24,0
57,25,1
57,26,1
57,27,0
57,28,1
57,29,0
57,30,1
57,31,0
57,32,1
57,33,0
57,34,0
57,35,0
57,36,1
57,37,0
57,38,1
57,39,0
57,40,0
57,41,1
57,42,1
57,43,0
57,44,0
57,45,0
57,46,0
57,47,1
57,48,0
57,49,1
58,0,0
58,1,0
58,2,1
58,3,0
58,4,0
58,5,1
58,6,0
58,7,1
58,8,0
58,9,0
58,10,1
58,11,1
58,12,1
58,13,0
58,14,0
58,15,0
58,16,0
58,17,0
58,18,1
58,19,1
58,20,0
58,21,1
58,22,0
58,23,1
58,24,0
58,25,0
58,26,1
58,27,0
58,28,1
58,29,0
58,30,0
58,31,0
58,32,1
58,33,0
58,34,1
58,35,1
58,36,0
58,37,0
58,38,1
58,39,0
58,40,0
58,41,1
58,42,1
58,43,1
58,44,0
58,45,1
58,46,0
58,47,1
58,48,1
58,49,1
59,0,0
59,1,1
59,2,0
59,3,0
59,4,1
59,5,1
59,6,0
59,7,0
59,8,0
59,9,0
59,10,1
59,11,1
59,12,1
59,13,0
59,14,1
59,15,1
59,16,1
59,17,0
59,18,0
59,19,1
59,20,1
59,21,1
59,22,1
59,23,0
59,24,0
59,25,1
59,26,1
59,27,1
59,28,1
59,29,0
59,30,1
59,31,1
59,32,1
59,33,1
59,34,0
59,35,1
59,36,0
59,37,1
59,38,1
59,39,1
59,40,1
59,41,0
59,42,1
59,43,1
59,44,1
59,45,1
59,46,0
59,47,1
59,48,0
59,49,0
60,0,1
60,1,1
60,2,0
60,3,0
60,4,0
60,5,0
60,6,1
60,7,1
60,8,1
60,9,0
60,10,0
60,11,1
60,12,1
60,13,1
60,14,1
60,15,0
60,16,0
60,17,1
60,18,0
60,19,0
60,20,1
60,21,0
60,22,1
60,23,0
60,24,1
60,25,1
60,26,0
60,27,1
60,28,1
60,29,1
60,30,1
60,31,0
60,32,0
60,33,1
60,34,0
60,35,1
60,36,1
60,37,0
60,38,1
60,39,1
60,40,1
60,41,0
60,42,1
60,43,0
60,44,0
60,45,1
60,46,1
60,47,1
60,48,1
60,49,0
61,0,1
61,1,1
61,2,1
61,3,0
61,4,1
61,5,0
61,6,0
61,7,1
61,8,0
61,9,1
61,10,0
61,11,1
61,12,0
61,13,0
61,14,0
61,15,0
61,16,1
61,17,0
61,18,0
61,19,0
61,20,1
61,21,1
61,22,0
61,23,1
61,24,1
61,25,1
61,26,1
61,27,1
61,28,1
61,29,1
61,30,0
61,31,0
61,32,1
61,33,1
61,34,0
61,35,0
61,36,0
61,37,0
61,38,1
61,39,1
61,40,0
61,41,0
61,42,1
61,43,1
61,44,1
61,45,1
61,46,0
61,47,0
61,48,0
61,49,1
62,0,0
62,1,1
62,2,1
62,3,1
62,4,1
62,5,1
62,6,0
62,7,1
62,8,1
62,9,1
62,10,0
62,11,1
62,12,0
62,13,1
62,14,1
62,15,0
62,16,1
62,17,1
62,18,1
62,19,1
62,20,0
62,21,1
62,22,0
62,23,0
62,24,1
62,25,0
62,26,1
62,27,1
62,28,1
62,29,1
62,30,0
62,31,0
62,32,1
62,33,1
62,34,1
62,35,1
62,36,0
62,37,0
62,38,0
62,39,1
62,40,0
62,41,1
62,42,0
62,43,1
62,44,1
62,45,0
62,46,1
62,47,1
62,48,1
62,49,1
63,0,1
63,1,1
63,2,0
63,3,1
63,4,0
63,5,1
63,6,1
63,7,0
63,8,0
63,9,0
63,10,1
63,11,0
63,12,0
63,13,0
63,14,0
63,15,0
63,16,1
63,17,1
63,18,0
63,19,0
63,20,1
63,21,1
63,22,1
63,23,0
63,24,0
63,25,0
63,26,0
63,27,0
63,28,0
63,29,1
63,30,0
63,31,0
63,32,1
63,33,0
63,34,1
63,35,0
63,36,0
63,37,0
63,38,1
63,39,1
63,40,1
63,41,0
63,42,1
63,43,1
63,44,0
63,45,1
63,46,1
63,47,0
63,48,1
63,49,1
64,0,1
64,1,1
64,2,0
64,3,0
64,4,1
64,5,0
64,6,1
64,7,1
64,8,1
64,9,0
64,10,0
64,11,0
64,12,0
64,13,1
64,14,1
64,15,0
64,16,1
64,17,1
64,18,0
64,19,0
64,20,0
64,21,1
64,22,1
64,23,0
64,24,1
64,25,0
64,26,0
64,27,0
64,28,0
64,29,1
64,30,1
64,31,1
64,32,1
64,33,1
64,34,1
64,35,1
64,36,1
64,37,0
64,38,1
64,39,1
64,40,0
64,41,1
64,42,1
64,43,1
64,44,0
64,45,0
64,46,1
64,47,0
64,48,1
64,49,0
65,0,0
65,1,0
65,2,1
65,3,0
65,4,0
65,5,0
65,6,0
65,7,1
65,8,1
65,9,1
65,10,0
65,11,0
65,12,0
65,13,0
65,14,1
65,15,1
65,16,0
65,17,0
65,18,1
65,19,1
65,20,1
65,21,1
65,22,0
65,23,1
65,24,1
65,25,0
65,26,1
65,27,1
65,28,1
65,29,1
65,30,1
65,31,1
65,32,0
65,33,1
65,34,0
65,35,1
65,36,0
65,37,1
65,38,0
65,39,0
65,40,1
65,41,1
65,42,0
65,43,1
65,44,1
65,45,0
65,46,0
65,47,1
65,48,0
65,49,1
66,0,1
66,1,1
66,2,0
66,3,0
66,4,1
66,5,1
66,6,1
66,7,1
66,8,1
66,9,0
66,10,1
66,11,1
66,12,0
66,13,1
66,14,1
66,15,1
66,16,1
66,17,0
66,18,1
66,19,0
66,20,1
66,21,1
66,22,0
66,23,1
66,24,1
66,25,0
66,26,0
66,27,0
66,28,0
66,29,0
66,30,0
66,31,0
66,32,0
66,33,1
66,34,0
66,35,1
66,36,0
66,37,1
66,38,0
66,39,0
66,40,0
66,41,0
66,42,1
66,43,0
66,44,0
66,45,1
66,46,0
66,47,1
66,48,0
66,49,1
67,0,0
67,1,0
67,2,0
67,3,1
67,4,0
67,5,0
67,6,1
67,7,1
67,8,1
67,9,0
67,10,1
67,11,0
67,12,1
67,13,0
67,14,1
67,15,1
67,16,0
67,17,1
67,18,1
67,19,0
67,20,1
67,21,1
67,22,1
67,23,1
67,24,0
67,25,1
67,26,1
67,27,0
67,28,1
67,29,1
67,30,0
67,31,0
67,32,1
67,33,1
67,34,1
67,35,0
67,36,1
67,37,1
67,38,0
67,39,1
67,40,1
67,41,0
67,42,1
67,43,0
67,44,0
67,45,0
67,46,1
67,47,0
67,48,0
67,49,0
68,0,1
68,1,0
68,2,1
68,3,1
68,4,0
68,5,1
68,6,0
68,7,1
68,8,0
68,9,1
68,10,0
68,11,0
68,12,0
68,13,1
68,14,0
68,15,0
68,16,0
68,17,0
68,18,0
68,19,0
68,20,1
68,21,1
68,22,1
68,23,0
68,24,0
68,25,0
68,26,0
68,27,1
68,28,1
68,29,0
68,30,1
68,31,0
68,32,1
68,33,1
68,34,0
68,35,1
68,36,1
68,37,1
68,38,1
68,39,1
68,40,1
68,41,0
68,42,0
68,43,1
68,44,0
68,45,1
68,46,0
68,47,0
68,48,1
68,49,0
69,0,0
69,1,0
69,2,1
69,3,1
69,4,0
69,5,0
69,6,0
69,7,1
69,8,1
69,9,1
69,10,0
69,11,0
69,12,1
69,13,0
69,14,1
69,15,1
69,16,1
69,17,1
69,18,0
69,19,1
69,20,1
69,21,0
69,22,0
69,23,1
69,24,0
69,25,1
69,26,0
69,27,1
69,28,0
69,29,1
69,30,0
69,31,1
69,32,0
69,33,1
69,34,1
69,35,0
69,36,0
69,37,0
69,38,0
69,39,0
69,40,1
69,41,0
69,42,0
69,43,1
69,44,1
69,45,0
69,46,0
69,47,1
69,48,0
69,49,1
70,0,1
70,1,1
70,2,0
70,3,1
70,4,1
70,5,0
70,6,0
70,7,1
70,8,1
70,9,0
70,10,1
70,11,1
70,12,1
70,13,1
70,14,0
70,15,0
70,16,0
70,17,0
70,18,1
70,19,1
70,20,1
70,21,1
70,22,1
70,23,1
70,24,1
70,25,1
70,26,1
70,27,1
70,28,0
70,29,0
70,30,0
70,31,1
70,32,1
70,33,0
70,34,1
70,35,0
70,36,0
70,37,1
70,38,0
70,39,1
70,40,1
70,41,0
70,42,0
70,43,0
70,44,0
70,45,1
70,46,1
70,47,1
70,48,1
70,49,1
71,0,0
71,1,0
71,2,0
71,3,1
71,4,1
71,5,1
71,6,0
71,7,0
71,8,1
71,9,1
71,10,0
71,11,1
71,12,0
71,13,0
71,14,1
71,15,0
71,16,1
71,17,1
71,18,1
71,19,0
71,20,0
71,21,0
71,22,1
71,23,0
71,24,0
71,25,0
71,26,1
71,27,0
71,28,0
71,29,1
71,30,1
71,31,0
71,32,0
71,33,1
71,34,0
71,35,0
71,36,0
71,37,1
71,38,1
71,39,0
71,40,1
71,41,1
71,42,0
71,43,0
71,44,0
71,45,0
71,46,1
71,47,1
71,48,0
71,49,1
72,0,0
72,1,1
72,2,0
72,3,1
72,4,1
72,5,1
72,6,0
72,7,0
72,8,1
72,9,0
72,10,0
72,11,1
72,12,1
72,13,0
72,14,0
72,15,1
72,16,0
72,17,1
72,18,0
72,19,0
72,20,1
72,21,1
72,22,1
72,23,0
72,24,1
72,25,0
72,26,1
72,27,0
72,28,1
72,29,1
72,30,0
72,31,1
72,32,1
72,33,0
72,34,0
72,35,0
72,36,0
72,37,0
72,38,1
72,39,0
72,40,1
72,41,0
72,42,0
72,43,0
72,44,0
72,45,1
72,46,1
72,47,1
72,48,1
72,49,0
73,0,0
73,1,1
73,2,1
73,3,0
73,4,0
73,5,1
73,6,0
73,7,1
73,8,0
73,9,0
73,10,0
73,11,1
73,12,0
73,13,1
73,14,1
73,15,0
73,16,1
73,17,1
73,18,0
73,19,0
73,20,1
73,21,0
73,22,1
73,23,0
73,24,0
73,25,1
73,26,1
73,27,0
73,28,1
73,29,0
73,30,1
73,31,0
73,32,0
73,33,1
73,34,0
73,35,0
73,36,0
73,37,0
73,38,1
73,39,0
73,40,0
73,41,1
73,42,0
73,43,1
73,44,0
73,45,0
73,46,0
73,47,1
73,48,1
73,49,0
74,0,1
74,1,1
74,2,0
74,3,1
74,4,1
74,5,0
74,6,0
74,7,0
74,8,1
74,9,0
74,10,0
74,11,0
74,12,1
74,13,1
74,14,0
74,15,0
74,16,1
74,17,0
74,18,0
74,19,0
74,20,0
74,21,1
74,22,1
74,23,0
74,24,1
74,25,0
74,26,1
74,27,1
74,28,0
74,29,1
74,30,1
74,31,1
74,32,0
74,33,0
74,34,0
74,35,0
74,36,0
74,37,1
74,38,0
74,39,0
74,40,1
74,41,1
74,42,1
74,43,1
74,44,0
74,45,0
74,46,0
74,47,0
74,48,0
74,49,1
75,0,0
75,1,0
75,2,1
75,3,0
75,4,1
75,5,1
75,6,0
75,7,0
75,8,0
75,9,1
75,10,1
75,11,1
75,12,0
75,13,1
75,14,0
75,15,0
75,16,0
75,17,1
75,18,1
75,19,0
75,20,0
75,21,1
75,22,0
75,23,1
75,24,0
75,25,1
75,26,0
75,27,1
75,28,0
75,29,0
75,30,1
75,31,0
75,32,0
75,33,1
75,34,0
75,35,1
75,36,0
75,37,1
75,38,1
75,39,0
75,40,0
75,41,0
75,42,1
75,43,1
75,44,0
75,45,1
75,46,0
75,47,0
75,48,1
75,49,1
76,0,1
76,1,1
76,2,1
76,3,1
76,4,1
76,5,0
76,6,1
76,7,1
76,8,1
76,9,1
76,10,1
76,11,0
76,12,0
76,13,1
76,14,1
76,15,1
76,16,0
76,17,0
76,18,1
76,19,0
76,20,1
76,21,1
76,22,0
76,23,1
76,24,0
76,25,0
76,26,0
76,27,1
76,28,0
76,29,0
76,30,0
76,31,1
76,32,0
76,33,0
76,34,0
76,35,1
76,36,0
76,37,0
76,38,1
76,39,1
76,40,1
76,41,1
76,42,0
76,43,0
76,44,0
76,45,1
76,46,1
76,47,0
76,48,0
76,49,1
77,0,1
77,1,0
77,2,1
77,3,1
77,4,1
77,5,0
77,6,0
77,7,0
77,8,0
77,9,1
77,10,0
77,11,0
77,12,1
77,13,1
77,14,1
77,15,1
77,16,0
77,17,0
77,18,0
77,19,1
77,20,1
77,21,1
77,22,1
77,23,1
77,24,1
77,25,1
77,26,1
77,27,0
77,28,1
77,29,0
77,30,1
77,31,0
77,32,1
77,33,1
77,34,1
77,35,1
77,36,0
77,37,1
77,38,0
77,39,1
77,40,1
77,41,0
77,42,0
77,43,0
77,44,1
77,45,1
77,46,1
77,47,1
77,48,0
77,49,0
78,0,1
78,1,1
78,2,1
78,3,1
78,4,0
78,5,1
78,6,1
78,7,0
78,8,1
78,9,1
78,10,0
78,11,0
78,12,0
78,13,0
78,14,1
78,15,1
78,16,1
78,17,0
78,18,0
78,19,0
78,20,1
78,21,0
78,22,0
78,23,0
78,24,1
78,25,0
78,26,1
78,27,1
78,28,0
78,29,0
78,30,1
78,31,0
78,32,0
78,33,1
78,34,1
78,35,0
78,36,1
78,37,0
78,38,1
78,39,0
78,40,0
78,41,0
78,42,0
78,43,1
78,44,1
78,45,0
78,46,1
78,47,1
78,48,0
78,49,1
79,0,1
79,1,1
79,2,1
79,3,1
79,4,1
79,5,1
79,6,1
79,7,1
79,8,1
79,9,1
79,10,0
79,11,1
79,12,1
79,13,1
79,14,0
79,15,1
79,16,1
79,17,0
79,18,1
79,19,1
79,20,1
79,21,0
79,22,1
79,23,0
79,24,1
79,25,1
79,26,1
79,27,1
79,28,0
79,29,1
79,30,0
79,31,0
79,32,0
79,33,1
79,34,1
79,35,0
79,36,0
79,37,0
79,38,1
79,39,0
79,40,1
79,41,1
79,42,1
79,43,0
79,44,0
79,45,1
79,46,0
79,47,1
79,48,1
79,49,1
80,0,0
80,1,1
80,2,1
80,3,1
80,4,1
80,5,0
80,6,1
80,7,0
80,8,1
80,9,0
80,10,0
80,11,1
80,12,0
80,13,1
80,14,1
80,15,0
80,16,0
80,17,1
80,18,1
80,19,0
80,20,1
80,21,1
80,22,0
80,23,1
80,24,0
80,25,0
80,26,0
80,27,0
80,28,0
80,29,1
80,30,0
80,31,0
80,32,0
80,33,0
80,34,0
80,35,0
80,36,0
80,37,0
80,38,1
80,39,0
80,40,1
80,41,1
80,42,1
80,43,0
80,44,0
80,45,0
80,46,0
80,47,1
80,48,0
80,49,0
81,0,0
81,1,1
81,2,1
81,3,0
81,4,1
81,5,1
81,6,0
81,7,1
81,8,1
81,9,0
81,10,1
81,11,0
81,12,1
81,13,1
81,14,0
81,15,0
81,16,0
81,17,0
81,18,0
81,19,0
81,20,0
81,21,1
81,22,0
81,23,0
81,24,0
81,25,1
81,26,1
81,27,0
81,28,1
81,29,1
81,30,0
81,31,0
81,32,1
81,33,0
81,34,1
81,35,0
81,36,0
81,37,0
81,38,1
81,39,0
81,40,1
81,41,0
81,42,1
81,43,1
81,44,1
81,45,1
81,46,1
81,47,0
81,48,1
81,49,1
82,0,0
82,1,1
82,2,0
82,3,0
82,4,1
82,5,0
82,6,1
82,7,0
82,8,1
82,9,1
82,10,1
82,11,0
82,12,1
82,13,1
82,14,1
82,15,0
82,16,1
82,17,1
82,18,1
82,19,0
82,20,0
82,21,1
82,22,0
82,23,1
82,24,1
82,25,0
82,26,1
82,27,1
82,28,0
82,29,0
82,30,1
82,31,0
82,32,0
82,33,1
82,34,1
82,35,0
82,36,0
82,37,0
82,38,0
82,39,0
82,40,1
82,41,1
82,42,1
82,43,0
82,44,1
82,45,0
82,46,1
82,47,0
82,48,0
82,49,0
83,0,1
83,1,1
83,2,1
83,3,0
83,4,1
83,5,1
83,6,0
83,7,0
83,8,0
83,9,0
83,10,0
83,11,0
83,12,0
83,13,1
83,14,1
83,15,1
83,16,1
83,17,0
83,18,0
83,19,1
83,20,0
83,21,0
83,22,0
83,23,1
83,24,0
83,25,1
83,26,0
83,27,1
83,28,0
83,29,0
83,30,0
83,31,0
83,32,1
83,33,0
83,34,0
83,35,1
83,36,1
83,37,1
83,38,0
83,39,1
83,40,0
83,41,0
83,42,0
83,43,0
83,44,1
83,45,0
83,46,0
83,47,1
83,48,0
83,49,1
84,0,0
84,1,0
84,2,0
84,3,1
84,4,0
84,5,1
84,6,0
84,7,1
84,8,0
84,9,0
84,10,1
84,11,0
84,12,1
84,13,1
84,14,0
84,15,0
84,16,1
84,17,1
84,18,1
84,19,1
84,20,1
84,21,0
84,22,0
84,23,0
84,24,0
84,25,1
84,26,1
84,27,1
84,28,0
84,29,0
84,30,1
84,31,1
84,32,1
84,33,0
84,34,1
84,35,1
84,36,1
84,37,1
84,38,1
84,39,1
84,40,1
84,41,0
84,42,1
84,43,0
84,44,1
84,45,0
84,46,0
84,47,0
84,48,1
84,49,1
85,0,0
85,1,1
85,2,0
85,3,1
85,4,0
85,5,0
85,6,0
85,7,1
85,8,1
85,9,1
85,10,1
85,11,0
85,12,0
85,13,1
85,14,1
85,15,0
85,16,0
85,17,0
85,18,0
85,19,1
85,20,0
85,21,0
85,22,0
85,23,1
85,24,0
85,25,1
85,26,0
85,27,1
85,28,0
85,29,1
85,30,1
85,31,1
85,32,1
85,33,0
85,34,1
85,35,1
85,36,0
85,37,1
85,38,1
85,39,1
85,40,1
85,41,1
85,42,1
85,43,0
85,44,0
85,45,0
85,46,1
85,47,1
85,48,0
85,49,0
86,0,0
86,1,1
86,2,0
86,3,1
86,4,0
86,5,0
86,6,0
86,7,0
86,8,0
86,9,1
86,10,1
86,11,0
86,12,1
86,13,0
86,14,1
86,15,0
86,16,0
86,17,1
86,18,0
86,19,0
86,20,1
86,21,0
86,22,1
86,23,1
86,24,0
86,25,0
86,26,1
86,27,0
86,28,1
86,29,1
86,30,0
86,31,0
86,32,1
86,33,1
86,34,1
86,35,1
86,36,1
86,37,0
86,38,0
86,39,1
86,40,1
86,41,0
86,42,0
86,43,0
86,44,0
86,45,0
86,46,0
86,47,0
86,48,0
86,49,1
87,0,0
87,1,0
87,2,0
87,3,1
87,4,0
87,5,1
87,6,1
87,7,1
87,8,0
87,9,0
87,10,0
87,11,0
87,12,1
87,13,0
87,14,0
87,15,0
87,16,1
87,17,0
87,18,0
87,19,0
87,20,0
87,21,0
87,22,0
87,23,1
87,24,0
87,25,0
87,26,1
87,27,0
87,28,0
87,29,1
87,30,0
87,31,0
87,32,0
87,33,0
87,34,0
87,35,0
87,36,1
87,37,1
87,38,0
87,39,0
87,40,1
87,41,1
87,42,1
87,43,1
87,44,0
87,45,0
87,46,0
87,47,0
87,48,0
87,49,0
88,0,1
88,1,0
88,2,1
88,3,0
88,4,1
88,5,1
88,6,1
88,7,1
88,8,1
88,9,1
88,10,1
88,11,0
88,12,1
88,13,0
88,14,1
88,15,1
88,16,0
88,17,1
88,18,1
88,19,0
88,20,1
88,21,0
88,22,1
88,23,1
88,24,1
88,25,0
88,26,1
88,27,1
88,28,1
88,29,1
88,30,1
88,31,1
88,32,1
88,33,1
88,34,1
88,35,0
88,36,1
88,37,0
88,38,0
88,39,0
88,40,1
88,41,1
88,42,1
88,43,0
88,44,0
88,45,0
88,46,0
88,47,0
88,48,1
88,49,0
89,0,1
89,1,1
89,2,1
89,3,1
89,4,0
89,5,0
89,6,1
89,7,1
89,8,1
89,9,0
89,10,1
89,11,1
89,12,0
89,13,0
89,14,1
89,15,1
89,16,1
89,17,0
89,18,0
89,19,1
89,20,0
89,21,0
89,22,1
89,23,0
89,24,1
89,25,1
89,26,1
89,27,1
89,28,0
89,29,0
89,30,0
89,31,0
89,32,1
89,33,0
89,34,0
89,35,1
89,36,0
89,37,0
89,38,0
89,39,0
89,40,0
89,41,1
89,42,0
89,43,1
89,44,1
89,45,1
89,46,1
89,47,0
89,48,1
89,49,1
90,0,1
90,1,1
90,2,0
90,3,1
90,4,0
90,5,0
90,6,0
90,7,1
90,8,1
90,9,1
90,10,1
90,11,0
90,12,1
90,13,0
90,14,0
90,15,1
90,16,1
90,17,0
90,18,0
90,19,1
90,20,0
90,21,0
90,22,0
90,23,0
90,24,1
90,25,1
90,26,1
90,27,0
90,28,0
90,29,0
90,30,0
90,31,1
90,32,1
90,33,0
90,34,0
90,35,1
90,36,1
90,37,1
90,38,0
90,39,0
90,40,1
90,41,1
90,42,0
90,43,1
90,44,0
90,45,0
90,46,0
90,47,0
90,48,0
90,49,1
91,0,1
91,1,1
91,2,0
91,3,1
91,4,0
91,5,1
91,6,0
91,7,0
91,8,0
91,9,0
91,10,1
91,11,0
91,12,0
91,13,1
91,14,1
91,15,1
91,16,1
91,17,0
91,18,1
91,19,0
91,20,0
91,21,1
91,22,0
91,23,0
91,24,1
91,25,1
91,26,1
91,27,0
91,28,0
91,29,1
91,30,0
91,31,0
91,32,0
91,33,0
91,34,0
91,35,1
91,36,0
91,37,1
91,38,1
91,39,0
91,40,1
91,41,1
91,42,1
91,43,0
91,44,0
91,45,1
91,46,1
91,47,1
91,48,1
91,49,1
92,0,0
92,1,0
92,2,1
92,3,1
92,4,0
92,5,1
92,6,1
92,7,1
92,8,0
92,9,0
92,10,1
92,11,1
92,12,0
92,13,1
92,14,1
92,15,1
92,16,1
92,17,1
92,18,1
92,19,1
92,20,1
92,21,0
92,22,0
92,23,0
92,24,1
92,25,0
92,26,0
92,27,1
92,28,1
92,29,0
92,30,0
92,31,1
92,32,0
92,33,1
92,34,1
92,35,0
92,36,1
92,37,1
92,38,0
92,39,1
92,40,1
92,41,0
92,42,0
92,43,0
92,44,1
92,45,0
92,46,1
92,47,1
92,48,0
92,49,1
93,0,0
93,1,0
93,2,1
93,3,0
93,4,1
93,5,1
93,6,0
93,7,0
93,8,1
93,9,1
93,10,1
93,11,0
93,12,0
